  Dados detalhados das AIH - por residência - Brasil
Valor aprovado por Procedimento e Ano atendimento
Período:Jun/2020-Out/2022
"Procedimento";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"0603020062 IMUNOGLOBULINA EQUINA ANTITIMOCITOS HUMANOS 100 MG INJETAVEL (POR FRASCO-AMPOLA 0,5 ML)";-;-;-;-;-;-;-;-;-;-;-;-;457,95;-;-;457,95
"0603020070 IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS 200 MG INJETAVEL (POR FRASCO-AMPOLA DE 10 ML)";-;-;-;-;-;-;-;-;-;-;-;-;62100,00;-;-;62100,00
"0603020089 IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 100 MG INJETAVEL (POR FRASCO-AMPOLA 0,5 ML)";-;-;-;-;-;-;-;-;-;-;-;-;6300,00;-;-;6300,00
"0603020097 IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 25 MG INJETAVEL (POR FRASCO-AMPOLA)";-;-;-;-;-;-;-;-;-;-;-;-;3455851,12;6359339,92;5472010,93;15287201,97
"0603020100 MUROMONABE CD3 5 MG INJETAVEL (POR AMPOLA DE 0,5 ML)";-;-;-;-;-;-;-;-;-;-;-;-;-;1406,26;-;1406,26
"0603030017 IMUNOGLOBULINA ANTI-RHO (D) (FRASCO AMPOLA DE 2 ML E 1.250 UI)";-;-;-;-;-;-;-;-;-;-;-;93,28;4109552,02;6602951,02;4984619,43;15697215,75
"0603030025 IMUNOGLOBULINA G 250 MG INJETAVEL (POR FRASCO)";-;-;-;-;-;-;-;-;-;-;-;-;300,25;-;-;300,25
"0603030033 IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)";-;-;-;-;-;-;-;-;-;-;-;1031,00;4263498,17;14215056,04;9324396,58;27803981,79
"0603030041 IMUNOGLOBULINA HUMANA 320 MG INJETAVEL(POR FRASCO)";-;-;-;-;-;-;-;-;-;-;-;937,65;952463,46;-;-;953401,11
"0603040012 CABERGOLINA 0,5 MG (POR COMPRIMIDO)";-;-;-;-;-;-;-;-;-;-;-;-;392700,66;614647,95;449942,22;1457290,83
"0603050018 ABCIXIMABE";-;-;-;-;-;-;-;-;-;-;-;-;1435735,80;428904,90;345577,05;2210217,75
"0603050026 CLORIDRATO DE TIROFIBANA";-;-;-;-;-;-;-;-;-;-;-;-;1432620,80;1859138,00;1378938,64;4670697,44
"0603050034 ESTREPTOQUINASE 250000 UI";-;-;-;-;-;-;-;-;-;-;-;-;42754,14;60604,79;56728,75;160087,68
"0603050042 ALTEPLASE 10MG INJETAVEL ( POR FRASCO AMPOLA)";-;-;-;-;-;-;-;-;-;-;-;-;196959,80;427677,64;1330411,32;1955048,76
"0603050050 ALTEPLASE 20MG INJETAVEL (POR FRASCO AMPOLA)";-;-;-;-;-;-;-;-;-;-;-;-;727869,50;1479083,03;3395347,84;5602300,37
"0603050069 ALTEPLASE 50MG INJETAVEL (POR FRASCO AMPOLA)";-;-;-;-;-;-;-;-;-;-;-;-;1431524,00;2898684,31;6185854,11;10516062,42
"0603050077 TENECTEPLASE- TNK 30 MG INJETAVEL ( POR FRASCO AMPOLA)";-;-;-;-;-;-;-;-;-;-;-;-;35091,37;33937,50;-;69028,87
"0603050085 TENECTEPLASE - TNK 40 MG INJETAVEL (POR FRASCO AMPOLA)";-;-;-;-;-;-;-;-;-;-;-;-;661826,50;959746,28;1643903,12;3265475,90
"0603050093 TENECTEPLASE-TNK 50 MG INJETAVEL ( POR FRASCO AMPOLA)";-;-;-;-;-;-;-;-;-;-;-;-;909638,06;1799913,55;3497079,60;6206631,21
"0603050107 CLOPIDOGREL 75MG (COMPRIMIDO)";-;-;-;-;-;-;-;-;-;-;-;174,50;133740,34;223483,31;204926,56;562324,71
"0603060013 SURFACTANTE FRASCO-AMPOLA";-;-;-;-;-;-;-;-;-;-;-;10654,67;7681541,59;11450093,81;7689960,56;26832250,63
"0603070019 ALBUMINA HUMANA 20 POR CENTO (FRASCO-AMPOLA DE 50 ML)";110,00;-;-;-;-;-;-;-;-;-;-;25619,00;19957819,75;27537081,00;20201574,25;67722204,00
"0603070027 CONCENTRADO DE COMPLEXO PROTROMBINICO 500UI";-;-;-;-;-;-;-;-;-;-;-;-;311382,05;803256,59;-;1114638,64
"0603070035 CONCENTRADO DE COMPLEXO PROTROMBINICO ATIVADO 250 UI";-;-;-;-;-;-;-;-;-;-;-;-;36921,40;127423,90;-;164345,30
"0603070043 CONCENTRADO DE FATOR IX DERIVADO DE PLASMA HUMANO 500 UI";-;-;-;-;-;-;-;-;-;-;-;-;133442,80;109547,92;-;242990,72
"0603070051 CONCENTRADO FATOR VIII - FRASCO DE 250 UI";-;-;-;-;-;-;-;-;-;-;-;-;157584,09;166058,67;-;323642,76
"0603080014 BASILIXIMABE 20 MG INJETAVEL (POR FRASCO-AMPOLA) P/ TRANSPLANTE";-;-;-;-;-;-;-;-;-;-;-;-;1614056,03;2718709,11;2004305,68;6337070,82
"0603080022 CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA)";-;-;-;-;-;-;-;-;-;-;-;-;718,52;629,77;619,83;1968,12
"0603080030 CICLOSPORINA 100 MG P/ TRANSPLANTE (POR CAPSULA)";-;-;-;-;-;-;-;-;-;-;-;-;92238,44;142647,82;116933,18;351819,44
"0603080049 CICLOSPORINA 25 MG P/ TRANSPLANTE (POR CAPSULA)";-;-;-;-;-;-;-;-;-;-;-;-;17466,96;27630,96;21700,56;66798,48
"0603080057 CICLOSPORINA 50 MG P/ TRANSPLANTE (POR CAPSULA)";-;-;-;-;-;-;-;-;-;-;-;-;26603,16;47585,56;37897,80;112086,52
"0603080065 DACLIZUMABE 5 MG/ ML INJETAVEL P/ TRANSPLANTE (POR FRASCO DE 5 ML)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;21607,00;21607,00
"0603080081 IMUNOGLOBULINA HUMANA ANTI-HEPATITE B (POR DOSE DE 500 UI)";-;-;-;-;-;-;-;-;-;-;-;-;497350,00;583362,50;164500,00;1245212,50
"0603080090 IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 100 MG INJETAVEL P/ TRANSPLANTE (POR FRASCO-AMPOL";-;-;-;-;-;-;-;-;-;-;-;-;900,00;-;-;900,00
"0603080103 IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 25 MG INJETAVEL P/TRANSPLANTE (POR FRASCO-AMPOLA";-;-;-;-;-;-;-;-;-;-;-;-;301954,20;688658,74;518585,21;1509198,15
"0603080111 IMUNOGLOBULINA OBTIDA/COELHOANTITIMOCITOS HUMANOS 200 MG INJETAVEL P/ TRANSPLANTE (POR FRASCO-AMPOLA";-;-;-;-;-;-;-;-;-;-;-;-;83250,00;-;-;83250,00
"0603080120 METILPREDNISOLONA 500MG INJETAVEL P/TRANSPLANTE(POR FRASCO AMPOLA)";-;-;-;-;-;-;-;-;-;-;-;-;192354,83;296653,68;216908,35;705916,86
"0603080138 MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO)";-;-;-;-;-;-;-;-;-;-;-;-;97917,69;155643,34;156074,88;409635,91
"0603080146 MICOFENOLATO DE SODIO 360MG P/ TRANSPLANTE (POR COMPRIMIDO)";-;-;-;-;-;-;-;-;-;-;-;-;695827,63;1050454,19;892403,17;2638684,99
"0603080162 SIROLIMO 1MG P/ TRANSPLANTE (POR DRAGEA)";-;-;-;-;-;-;-;-;-;-;-;-;193313,44;314618,79;279275,85;787208,08
"0603080170 SIROLIMO 1MG/ML SOLUCAO ORAL P/ TRANSPLANTE (POR FRASCO DE 60ML)";-;-;-;-;-;-;-;-;-;-;-;-;17542,73;15346,41;6057,93;38947,07
"0603080189 SIROLIMO 2 MG P/ TRANSPLANTE (POR DRAGEA)";-;-;-;-;-;-;-;-;-;-;-;-;92826,68;181223,83;195197,54;469248,05
"0603080197 TACROLIMO 0,5 MG P/TRANSPLANTE (FRASCO-AMPOLA)";-;-;-;-;-;-;-;-;-;-;-;-;16958,42;39966,03;40741,57;97666,02
"0603080200 TACROLIMO 1 MG P/ TRANSPLANTE (POR CAPSULA)";-;-;-;-;-;-;-;-;-;-;-;-;1666779,92;2513177,06;2158138,65;6338095,63
"0603080219 TACROLIMO 5 MG P/ TRANSPLANTE (POR CAPSULA)";-;-;-;-;-;-;-;-;-;-;-;-;1081424,38;1760141,17;1373864,50;4215430,05
"0603080227 MICOFENOLATO DE SODIO 180MG P/TRANSPLANTE (POR COMPRIMIDO)";-;-;-;-;-;-;-;-;-;-;-;-;124223,19;202959,12;150198,75;477381,06
"0603080278 EVEROLIMO 0,5 MG PARA TRANSPLANTE (POR COMPRIMIDO)";-;-;-;-;-;-;-;-;-;-;-;-;7003,36;12461,60;6571,20;26036,16
"0603080286 EVEROLIMO 0,75 MG PARA TRANSPLANTE (POR COMPRIMIDO)";-;-;-;-;-;-;-;-;-;-;-;-;1678,32;1260,96;1118,88;4058,16
"0603080294 EVEROLIMO 1 MG PARA TRANSPLANTE (POR COMPRIMIDO)";-;-;-;-;-;-;-;-;-;-;-;-;12420,16;43719,20;27368,16;83507,52
"0702010014 BALAO DESTACAVEL";-;-;-;-;-;-;-;-;-;-;-;-;7885,60;14194,08;7097,04;29176,72
"0702010022 BOMBA IMPLANTAVEL DE INFUSAO DE FARMACOS NO SISTEMA NERVOSO CENTRAL";-;-;-;-;-;-;-;-;-;-;-;-;540500,00;690000,00;345000,00;1575500,00
"0702010030 CATETER ATRIAL / PERITONEAL";-;-;-;-;-;-;-;-;-;-;-;-;2250,40;3375,60;4500,80;10126,80
"0702010049 CATETER GUIA CALIBRE 6F A 8F";-;-;-;-;-;-;-;-;-;-;-;563,00;1091094,00;1352889,00;1020719,00;3465265,00
"0702010057 CATETER VENTRICULAR C/ RESERVATORIO";-;-;-;-;-;-;-;-;-;-;-;-;12259,88;17005,64;17302,25;46567,77
"0702010065 CATETER VENTRICULAR ISOLADO";-;-;-;-;-;-;-;-;-;-;-;-;437,40;243,00;291,60;972,00
"0702010081 CONECTOR EM Y / RETO";-;-;-;-;-;-;-;-;-;-;-;-;784,30;392,15;313,72;1490,17
"0702010090 CONJUNTO DE CATETER DE DRENAGEM EXTERNA E/OU MPIC";-;-;-;-;-;-;-;-;-;-;-;1575,06;6504472,78;9621516,52;6999041,62;23126605,98
"0702010103 CONJUNTO DE ELETRODO E EXTENSAO P/ ESTIMULACAO CEREBRAL";-;-;-;-;-;-;-;-;-;-;-;-;519800,00;809600,00;616400,00;1945800,00
"0702010111 CONJUNTO P/ HIDROCEFALIA DE BAIXO PERFIL";-;-;-;-;-;-;-;-;-;-;-;-;3422952,60;5072262,60;3633556,80;12128772,00
"0702010120 CONJUNTO PADRAO P/ HIDROCEFALIA";-;-;-;-;-;-;-;-;-;-;-;-;454101,00;666423,90;527125,35;1647650,25
"0702010138 ESPIRAIS DE PLATINA";-;-;-;-;-;-;-;-;-;-;-;1350,00;11560050,00;14777100,00;10785150,00;37123650,00
"0702010154 GERADOR P/ ESTIMULACAO CEREBRAL";-;-;-;-;-;-;-;-;-;-;-;-;1679000,00;2806000,00;2323000,00;6808000,00
"0702010162 INTRODUTOR 6FA 8F";-;-;-;-;-;-;-;-;-;-;-;74,00;126318,00;173826,00;137270,00;437488,00
"0702010170 MICRO CATETER FLUXO DEPENDENTE";-;-;-;-;-;-;-;-;-;-;-;-;387742,70;668791,10;629756,60;1686290,40
"0702010189 MICRO CATETER P/ BALAO";-;-;-;-;-;-;-;-;-;-;-;-;34065,84;80906,37;55356,99;170329,20
"0702010197 MICROBALAO DE REMODELAGEM";-;-;-;-;-;-;-;-;-;-;-;-;1156000,00;1472000,00;1284000,00;3912000,00
"0702010200 SHUNT LOMBO-PERITONAL";-;-;-;-;-;-;-;-;-;-;-;-;27817,30;37468,20;26681,90;91967,40
"0702010219 VALVULA PARA HIDROCEFALIA";-;-;-;-;-;-;-;-;-;-;-;-;34602,42;59188,35;39762,43;133553,20
"0702010227 CLIP TEMPORARIO";-;-;-;-;-;-;-;-;-;-;-;-;1345600,00;2247500,00;1602250,00;5195350,00
"0702010235 CLIP DE TITANIO PARA NEUROCIRURGIA";-;-;-;-;-;-;-;-;-;-;-;-;4551200,00;6773600,00;4581600,00;15906400,00
"0702010251 RESERVATORIO COM CATETER PARA INFUSAO DE FARMACOS";-;-;-;-;-;-;-;-;-;-;-;-;3410,00;-;1240,00;4650,00
"0702020214 FIXADOR DINAMICO PARA MANDIBULA";-;-;-;-;-;-;-;-;-;-;-;-;3510,00;10140,00;5460,00;19110,00
"0702030023 ANCORA";-;-;-;-;-;-;-;-;-;-;-;-;1551950,40;2754939,20;3009250,40;7316140,00
"0702030031 ARRUELA DENTEADA";-;-;-;-;-;-;-;-;-;-;-;-;10757,72;21269,08;19462,44;51489,24
"0702030040 ARRUELA LISA";-;-;-;-;-;-;-;-;-;-;-;16,10;71218,35;109198,25;72409,75;252842,45
"0702030066 BARRA SACRAL";-;-;-;-;-;-;-;-;-;-;-;-;560,00;1260,00;1050,00;2870,00
"0702030074 CENTRALIZADOR PARA COMPONENTE FEMORAL CIMENTADO MODULAR";-;-;-;-;-;-;-;-;-;-;-;208,88;402511,76;634473,00;578702,04;1615895,68
"0702030082 CIMENTO C/ ANTIBIOTICO";-;-;-;-;-;-;-;-;-;-;-;-;119485,80;211785,84;205427,88;536699,52
"0702030090 COMPONENTE ACETABULAR DE POLIETILENO CIMENTADO PRIMARIO / REVISAO";-;-;-;-;-;-;-;-;-;-;-;-;454854,96;725278,68;647206,56;1827340,20
"0702030104 COMPONENTE ACETABULAR METALICO DE FIXACAO BIOLOGICA PRIMARIA / REVISAO";-;-;-;-;-;-;-;-;-;-;-;-;4736788,08;9398584,72;10756648,88;24892021,68
"0702030112 COMPONENTE CEFALICO";-;-;-;-;-;-;-;-;-;-;-;-;228842,55;302140,35;202421,25;733404,15
"0702030120 COMPONENTE CEFALICO / POLIETILENO / METAL P/ HEMIARTROPLASTIA BIPOLAR / METALICO P/ HEMIARTROPLASIA";-;-;-;-;-;-;-;-;-;-;-;3024,00;4633776,00;7344288,00;5967360,00;17948448,00
"0702030139 COMPONENTE CEFALICO PARA ARTROPLASTIA TOTAL DO QUADRIL (INCLUI PROTESE)";-;-;-;-;-;-;-;-;-;-;-;-;3196158,08;5998358,16;6497526,12;15692042,36
"0702030147 COMPONENTE DE AUMENTO TIBIAL P/ REVISAO DE PROTESE TOTAL DE JOELHO";-;-;-;-;-;-;-;-;-;-;-;-;54823,98;126838,53;148675,20;330337,71
"0702030155 COMPONENTE DE AUMENTO FEMURAL P/ REVISAO DE PROTESE TOTAL DE JOELHO";-;-;-;-;-;-;-;-;-;-;-;-;435085,85;908374,36;978412,57;2321872,78
"0702030163 COMPONENTE FEMORAL CIMENTADO MODULAR PRIMARIO";-;-;-;-;-;-;-;-;-;-;-;3024,00;6574176,00;10314864,00;9270576,00;26162640,00
"0702030171 COMPONENTE FEMORAL CIMENTADO MONOBLOCO TIPO CHARNLEY";-;-;-;-;-;-;-;-;-;-;-;-;106251,25;217602,56;208252,45;532106,26
"0702030180 COMPONENTE FEMORAL DE REVISAO CIMENTADO / FIXACAO BIOLOGICA";-;-;-;-;-;-;-;-;-;-;-;-;249755,28;562828,80;620870,52;1433454,60
"0702030198 COMPONENTE FEMORAL MODULAR DE REVISAO CIMENTADA P/ ENXERTO IMPACTADO";-;-;-;-;-;-;-;-;-;-;-;-;325230,00;509960,64;548988,24;1384178,88
"0702030201 COMPONENTE FEMORAL MODULAR DE REVISAO NAO CIMENTADA P/ REVESTIMENTO TOTAL";-;-;-;-;-;-;-;-;-;-;-;-;777321,60;1526376,96;1399178,88;3702877,44
"0702030210 COMPONENTE FEMORAL NAO CIMENTADO MODULAR PRIMARIO";-;-;-;-;-;-;-;-;-;-;-;-;7496483,94;15303202,29;16964566,89;39764253,12
"0702030228 COMPONENTE FEMORAL PRIMARIO CIMENTADO / FIXACAO BIOLOGICA";-;-;-;-;-;-;-;-;-;-;-;-;3100818,00;7660942,80;10880444,40;21642205,20
"0702030236 COMPONENTE GLENOIDAL";-;-;-;-;-;-;-;-;-;-;-;-;10701,18;18429,81;13871,90;43002,89
"0702030244 COMPONENTE PATELAR CIMENTADO / FIXACAO BIOLOGICA";-;-;-;-;-;-;-;-;-;-;-;-;52742,35;161049,88;211712,25;425504,48
"0702030252 COMPONENTE TIBIAL DE REVISAO DE POLIETILENO";-;-;-;-;-;-;-;-;-;-;-;-;92487,50;183389,50;213514,00;489391,00
"0702030260 COMPONENTE TIBIAL DE REVISAO METALICO CIMENTADO / FIXACAO BIOLOGICA EM CUNHA";-;-;-;-;-;-;-;-;-;-;-;-;197502,00;438454,44;499021,72;1134978,16
"0702030279 COMPONENTE TIBIAL PRIMARIO DE POLIETILENO";-;-;-;-;-;-;-;-;-;-;-;-;648034,56;1545964,80;2264238,40;4458237,76
"0702030287 COMPONENTE TIBIAL PRIMARIO METALICO CIMENTADO / FIXACAO BIOLOGICA";-;-;-;-;-;-;-;-;-;-;-;-;1485940,72;3785346,40;5486616,08;10757903,20
"0702030295 COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA";-;-;-;-;-;-;-;-;-;-;-;-;471190,50;623494,50;430734,75;1525419,75
"0702030309 COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA DE REVISAO";-;-;-;-;-;-;-;-;-;-;-;-;3602,36;21614,16;19812,98;45029,50
"0702030317 DISPOSITIVO ANTI-PROTRUSAO C/ ORIFICIOS P/ PARAFUSOS";-;-;-;-;-;-;-;-;-;-;-;-;114201,99;146831,13;199400,30;460433,42
"0702030325 FIO OLIVADO P/ FIXADOR EXTERNO";-;-;-;-;-;-;-;-;-;-;-;-;68657,82;118630,82;97100,08;284388,72
"0702030333 FIO TIPO STEINMAN ROSQUEADO";-;-;-;-;-;-;-;-;-;-;-;-;31861,48;52680,60;51304,26;135846,34
"0702030341 FITA PARA RECONSTRUCAO LIGAMENTAR";-;-;-;-;-;-;-;-;-;-;-;-;840,00;560,00;1960,00;3360,00
"0702030350 FIXADOR EXTERNO C/ SISTEMA DE ALONGAMENTO MONOFOCAL";-;-;-;-;-;-;-;-;-;-;-;-;113930,28;196213,26;250013,67;560157,21
"0702030368 FIXADOR EXTERNO C/ SISTEMA DE CORRECAO ANGULAR E/OU ROTACIONAL";-;-;-;-;-;-;-;-;-;-;-;2702,08;1726629,12;2668304,00;1948199,68;6345834,88
"0702030376 FIXADOR EXTERNO C/ SISTEMA DE PEQUENOS FRAGMENTOS C/ SISTEMA DE CORRECAO ANGULAR";-;-;-;-;-;-;-;-;-;-;-;-;922760,32;1290243,20;1030843,52;3243847,04
"0702030384 FIXADOR EXTERNO CIRCULAR / SEMI-CIRCULAR";-;-;-;-;-;-;-;-;-;-;-;-;7185918,60;11594771,80;8494142,20;27274832,60
"0702030392 FIXADOR EXTERNO HIBRIDO";-;-;-;-;-;-;-;-;-;-;-;-;1912157,04;2719390,48;1928593,92;6560141,44
"0702030406 FIXADOR EXTERNO LINEAR";-;-;-;-;-;-;-;-;-;-;-;1296,22;15651856,50;23150489,20;16735496,42;55539138,34
"0702030414 FIXADOR EXTERNO P/ PUNHO";-;-;-;-;-;-;-;-;-;-;-;-;1371012,06;2092183,50;1300804,56;4764000,12
"0702030422 FIXADOR EXTERNO TIPO PLATAFORMA - SISTEMA DE ALONGAMENTO / TRANSPLANTE OSSEO";-;-;-;-;-;-;-;-;-;-;-;-;408250,17;502137,16;338626,11;1249013,44
"0702030430 FIXADOR PELVICO";-;-;-;-;-;-;-;-;-;-;-;-;298532,36;464911,86;326103,82;1089548,04
"0702030449 GRAMPO";-;-;-;-;-;-;-;-;-;-;-;-;4282,14;5758,74;6940,02;16980,90
"0702030457 HALO CRANIANO";-;-;-;-;-;-;-;-;-;-;-;-;678,88;9504,32;9504,32;19687,52
"0702030465 HASTE DE ENDER";-;-;-;-;-;-;-;-;-;-;-;-;15568,41;21844,68;17443,14;54856,23
"0702030481 HASTE FEMORAL CURTA C/ BLOQUEIO CEFALICO (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;1873,16;9011772,76;16053917,78;13999061,26;39066624,96
"0702030490 HASTE FEMORAL LONGA C/ BLOQUEIO CEFALICO (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;989,15;4511513,15;7155511,10;5969520,25;17637533,65
"0702030503 HASTE FEMORAL P/ REVISAO DE PROTESE TOTAL DO JOELHO";-;-;-;-;-;-;-;-;-;-;-;-;185221,06;406544,53;434798,59;1026564,18
"0702030511 HASTE INTRAMEDULAR BLOQUEADA DE FEMUR (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;-;6839840,00;10354400,00;7581280,00;24775520,00
"0702030520 HASTE INTRAMEDULAR BLOQUEADA DE TIBIA (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;1096,39;11691902,96;18421544,78;13757501,72;43872045,85
"0702030538 HASTE INTRAMEDULAR BLOQUEADA DE UMERO (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;-;707392,00;1206608,64;988327,68;2902328,32
"0702030546 HASTE INTRAMEDULAR FLEXIVEL P/ USO INFANTIL";-;-;-;-;-;-;-;-;-;-;-;-;118877,92;196057,59;123881,71;438817,22
"0702030554 HASTE INTRAMEDULAR NAO BLOQUEADA";-;-;-;-;-;-;-;-;-;-;-;-;9682,50;15621,10;12006,30;37309,90
"0702030562 HASTE INTRAMEDULAR RETROGRADA (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;905,90;1547277,20;2533802,30;1937720,10;6019705,50
"0702030570 HASTE INTRAMEDULAR TIBIO-TARSICA";-;-;-;-;-;-;-;-;-;-;-;-;14229,00;18181,50;26877,00;59287,50
"0702030589 HASTE TIBIAL P/ REVISAO DE PROTESE TOTAL DO JOELHO";-;-;-;-;-;-;-;-;-;-;-;-;80896,36;174188,13;178754,86;433839,35
"0702030597 COMPONENTE ACETABULAR DE POLIETILENO P/ COMPONENTE METALICO PRIMARIO / DE REVISAO DE FIXACAO BIOLOGI";-;-;-;-;-;-;-;-;-;-;-;-;1586178,90;3196215,72;3716989,38;8499384,00
"0702030600 MINI-FIXADOR EXTERNO";-;-;-;-;-;-;-;-;-;-;-;-;819780,00;931320,00;556920,00;2308020,00
"0702030619 MINI-PARAFUSO DE AUTO-COMPRESSAO";-;-;-;-;-;-;-;-;-;-;-;-;211809,36;334078,32;265687,98;811575,66
"0702030627 PARAFUSO CANULADO 3,5 MM";-;-;-;-;-;-;-;-;-;-;-;-;818637,12;1429830,48;1227143,54;3475611,14
"0702030635 PARAFUSO CANULADO 4,5 MM";-;-;-;-;-;-;-;-;-;-;-;-;690078,60;1163304,76;931631,84;2785015,20
"0702030643 PARAFUSO CANULADO 7,0 MM";-;-;-;-;-;-;-;-;-;-;-;361,16;1413038,50;2297970,79;1859251,68;5570622,13
"0702030651 PARAFUSO CANULADO MINI";-;-;-;-;-;-;-;-;-;-;-;-;483705,20;782418,89;673585,22;1939709,31
"0702030660 PARAFUSO CORTICAL 1,5 MM";-;-;-;-;-;-;-;-;-;-;-;-;3503,64;5706,96;2528,40;11739,00
"0702030678 PARAFUSO CORTICAL 2,0 MM";-;-;-;-;-;-;-;-;-;-;-;-;9587,50;14358,24;9326,72;33272,46
"0702030686 PARAFUSO CORTICAL 2,7 MM";-;-;-;-;-;-;-;-;-;-;-;-;5386,92;8757,98;7165,62;21310,52
"0702030694 PARAFUSO CORTICAL 3,5 MM";-;-;-;-;-;-;-;-;-;-;-;-;181426,18;305986,98;249627,82;737040,98
"0702030708 PARAFUSO CORTICAL 4,5 MM";-;-;-;-;-;-;-;-;-;-;-;-;20425,86;34964,16;25554,90;80944,92
"0702030716 PARAFUSO DE INTERFERENCIA DE TITANIO";-;-;-;-;-;-;-;-;-;-;-;-;3940894,16;7425648,30;9675225,84;21041768,30
"0702030724 PARAFUSO ESPONJOSO 4,0 MM";-;-;-;-;-;-;-;-;-;-;-;55,42;614995,74;965388,69;697045,05;2277484,90
"0702030732 PARAFUSO ESPONJOSO 6,5 MM";-;-;-;-;-;-;-;-;-;-;-;-;45832,34;73043,56;49046,70;167922,60
"0702030740 PARAFUSO MALEOLAR";-;-;-;-;-;-;-;-;-;-;-;-;30886,79;65254,09;40365,16;136506,04
"0702030759 PARAFUSO METALICO DE INTERFERENCIA";-;-;-;-;-;-;-;-;-;-;-;-;71477,94;59899,44;132458,04;263835,42
"0702030767 PARAFUSO P/ COMPONENTE ACETABULAR";-;-;-;-;-;-;-;-;-;-;-;-;742465,90;1429219,44;1655907,33;3827592,67
"0702030783 PARAFUSO CANULADO DE TITANIO AUTO-ROSCANTE PARA FIXACAO DE ODONTOIDE";-;-;-;-;-;-;-;-;-;-;-;-;25564,50;35655,75;18164,25;79384,50
"0702030791 PINO DE KNOWLES";-;-;-;-;-;-;-;-;-;-;-;-;485,80;1068,76;825,86;2380,42
"0702030805 PINO DE SHANTZ";-;-;-;-;-;-;-;-;-;-;-;398,30;1637752,70;2668297,05;2064388,90;6370836,95
"0702030813 PLACA C/ PARAFUSO DESLIZANTE DE 135 OU 150 GRAUS";-;-;-;-;-;-;-;-;-;-;-;-;7962894,12;10987387,50;8212068,96;27162350,58
"0702030821 PLACA C/ PARAFUSO DESLIZANTE DE 95 GRAUS";-;-;-;-;-;-;-;-;-;-;-;686,87;2319559,99;3277056,77;2317499,38;7914803,01
"0702030830 PLACA 1/3 TUBULAR 3,5 MM (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;148,40;3990476,00;6439076,00;5027050,00;15456750,40
"0702030848 PLACA 1/3 TUBULAR 4,5 MM (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;-;70525,60;112876,40;83815,60;267217,60
"0702030856 PLACA ANGULADA 4,5 MM (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;-;156981,45;294865,40;227260,25;679107,10
"0702030864 PLACA CALCO (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;-;34888,75;77187,50;89537,50;201613,75
"0702030872 PLACA COBRA 4,5 MM (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;-;2297,43;3829,05;765,81;6892,29
"0702030880 PLACA CONDILEA 4,5 MM (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;-;77570,65;101109,33;89339,99;268019,97
"0702030899 PLACA DE COMPRESSAO DINAMICA 3,5 MM (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;367,62;3991066,53;6165355,02;4450591,53;14607380,70
"0702030902 PLACA DE COMPRESSAO DINAMICA 4,5 MM ESTREITA (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;235,88;2275298,48;3350911,28;2388520,88;8014966,52
"0702030910 PLACA DE COMPRESSAO DINAMICA 4,5 MM LARGA (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;296,13;1304156,52;1799582,01;1189554,21;4293588,87
"0702030929 PLACA DE RECONSTRUCAO 3,5 MM (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;-;3774841,30;5857946,70;4529089,80;14161877,80
"0702030937 PLACA DE RECONSTRUCAO DE 4,5 MM (INCLUI PARAFUSOS)";-;-;-;-;-;-;-;-;-;-;-;-;69371,97;91193,20;68720,59;229285,76
